"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51","X52","X53","X54","X55","X56","X57","X58","X59","X60","X61","X62","X63","X64","X65","X66","X67","X68","X69","X70","X71","X72","X73","X74","X75","X76","X77","X78","X79","X80","X81","X82","X83","X84","X85","X86","X87","X88","X89","X90","X91","X92","X93","X94","X95","X96","X97","X98","X99","X100","X101"
"1",2.60432478592067,2.63192861088174,2.62308131539003,2.60397955700954,2.62762863160444,2.63621121234046,2.62630256971423,2.62941534117078,2.62372914746419,2.64630315602944,2.6200707288052,2.63507312014342,2.63333869992313,2.64227551662701,2.64711363756784,2.65310276281159,2.66026029652682,2.65863960124203,2.68196294637439,2.69706621094149,2.69021412222759,2.69119306472347,2.71707959226095,2.69425448355718,2.69209064441525,2.73422577158522,2.70831546201139,2.74817485001534,2.74334132607479,2.71989335848303,2.78579787226646,2.76400693619412,2.7710635358135,2.79259338423489,2.8110633368995,2.80957685151169,2.82933969528172,2.84179443887286,2.85669926748775,2.86740866713382,2.89959225636966,2.91112856379773,2.92648242666154,2.96527789403573,2.95591528005958,2.94842451719376,2.96726942354848,2.98575164264253,3.00572727037647,3.04298598021063,3.06830979756851,3.11984172619601,3.18608589435673,3.20369618712778,3.26449041167789,3.30809837948717,3.31613059339851,3.33875151087934,3.35452128500203,3.36938285837343,3.38736636415293,3.38803326541207,3.39681172434522,3.38732278340731,3.38286029944115,3.40355705372191,3.39302712612672,3.389104402168,3.3798570506422,3.38469755968262,3.34610033915831,3.36740057169425,3.34432228017192,3.31063173171282,3.31932076783046,3.29932516423224,3.29059034296479,3.26729963665962,3.24890962562428,3.22825035774893,3.22088816533452,3.19333136405696,3.16309398178866,3.17227074312454,3.13473508450636,3.12174080289101,3.0991075456857,3.08037054974959,3.05305396956473,3.01613048068599,3.00824059566728,2.99797773596116,2.96879866518491,2.94343969782278,2.91381955033659,2.87755635466227,2.87580591003063,2.87844502234957,2.84689921142526,2.80811803023257,22.5
"2",2.84075775553653,2.84817053553513,2.85494040557074,2.85024708339606,2.83735402622147,2.85574196809092,2.85529498682984,2.87383972603551,2.89576235422889,2.85843802502174,2.89040629784041,2.88662696329619,2.87989741732132,2.90358108480985,2.91370812930106,2.90327657268119,2.93289003638283,2.94898565877348,2.94815790729749,2.95583420190383,2.96733895491336,2.99932009798293,2.99900180020699,3.00906830937535,3.03417703244827,3.04368468596309,3.03451989686953,3.03448612160333,3.05564228741358,3.06234854751648,3.09469862511221,3.10905153895818,3.15652562979075,3.15165295956235,3.18638713323824,3.21264680125631,3.2004606102821,3.22769559762894,3.26760494153694,3.27623117842109,3.29987339405935,3.2927392127296,3.31920043450771,3.29532745940279,3.29884417204673,3.27430595609184,3.29310907280219,3.28150754823596,3.29481220721304,3.31589358097938,3.34309668188891,3.37229570934785,3.39546770846703,3.43680090650887,3.45894368415401,3.48656164790628,3.50493280614089,3.53845524511258,3.55191535215467,3.54088021951238,3.56701859838066,3.55162445348527,3.55950416859696,3.54026920703559,3.53372231381717,3.55413797953666,3.54382143757157,3.55727703860036,3.54575516738145,3.50760702817934,3.52690888547643,3.52296219936543,3.50189697902371,3.49672821325356,3.50950535425315,3.49567077032216,3.47582769414152,3.46338504308746,3.47133624082113,3.4391832121398,3.41960085211614,3.40846024018196,3.42560975156965,3.39536752969043,3.39446189689996,3.37970273456228,3.38171244666935,3.37205070750294,3.3378288509235,3.32513937241531,3.3114107676772,3.2825000130922,3.2770511857229,3.27013483515761,3.24366774921099,3.24673480047049,3.22527763087878,3.19927312027133,3.20291861632593,3.20242329560647,40.1
"3",2.59084874664883,2.58921952079243,2.59646587453131,2.58431603182771,2.57262764303673,2.59158835470361,2.59453008512315,2.60472646238101,2.5956150171171,2.5941605528282,2.59938888701464,2.61199766836494,2.64842819974948,2.59747209541344,2.62078213797146,2.61662130495644,2.65253531739685,2.62039860299575,2.64321176852598,2.64107597746823,2.64415517909491,2.6616596953723,2.6711312480901,2.67596874149938,2.65228891193359,2.67488927090218,2.67136573978985,2.68498780645656,2.69349616032155,2.68670719548072,2.70250107002767,2.69690583263333,2.70192990310829,2.69624376959172,2.71905455882751,2.72407734093844,2.72199738409185,2.76501434021994,2.75105349297402,2.74808308124659,2.78189891999166,2.79801276064165,2.80105466279651,2.81036346340268,2.83292416668621,2.85089527969306,2.87514190928761,2.88420864905132,2.89363029105414,2.93894679625802,2.97786454841029,2.99517224696045,3.06811982000619,3.08535129311281,3.12777837184777,3.14122734339311,3.16106404210755,3.17583544720853,3.16192339862296,3.17688957559637,3.2083830422116,3.18717649458367,3.18912131138798,3.18213510699716,3.17884017749832,3.16726803094168,3.15718766411144,3.15028771727132,3.12071951020452,3.12533920596141,3.09952974579397,3.08587827562448,3.08884470754394,3.05381064502568,3.01933145409216,3.00877248747661,3.00760892934824,2.96353488376945,2.9652569809465,2.93030156179701,2.92088459785756,2.86775982675065,2.89388499542808,2.88492646852246,2.85201741956325,2.81191427696242,2.78393300266538,2.78113364800517,2.76258673462338,2.74533131099928,2.71898691998728,2.69431770982133,2.64490279395455,2.64402800186854,2.61496926673601,2.61330655795207,2.59025312303512,2.56977187108662,2.56666782099212,2.56525498937425,8.4
"4",2.80897107587877,2.82582844149603,2.84104395439211,2.83344075719315,2.80696246647077,2.82159405661769,2.81839003670681,2.84085208508959,2.85408120918803,2.83202308517473,2.85081079609691,2.84269162312135,2.86175339660663,2.85993380339283,2.86492089398176,2.87066363153456,2.85393809288693,2.85085884559035,2.86540624057003,2.88676863928027,2.90452407069178,2.89133887324568,2.91468565137403,2.89839338252422,2.90720591703799,2.91815499954224,2.90019483348359,2.90870989032572,2.91159366888505,2.93137833557448,2.93338112399355,2.95043256448978,2.9408580744051,2.95480914514104,2.95717000932922,2.97152021299969,2.96936722007752,2.98519541923414,2.99431028099539,3.00220130018534,3.01230107617985,3.05295275289767,3.05162087455993,3.05183657278808,3.07512982232412,3.09055351619479,3.1000255218913,3.15505620114836,3.18356779244712,3.1969206153537,3.22933303982269,3.26624041145605,3.30098870361601,3.33300846922458,3.40420764437358,3.42949981579563,3.4577045660143,3.47662005680269,3.49602218327392,3.50109357004813,3.51793168992444,3.51441405976776,3.50784788243739,3.49094291384997,3.49844984979488,3.50703329888915,3.49933172547004,3.48688188556489,3.46536501765082,3.44675353039551,3.43945139005286,3.43284483591621,3.424207261994,3.4075941112674,3.38387003473409,3.34272443425078,3.35405819088044,3.32518709177609,3.29581656868613,3.28568768227715,3.24638360191923,3.2387724817472,3.19657915537929,3.17675380769988,3.1434726677116,3.11373312852205,3.09504957802069,3.07235541748221,3.05542455035799,3.01612000617153,2.98624895463984,2.97583562773089,2.94896626865098,2.91962783632554,2.91304667818725,2.87933906475108,2.86160254305194,2.83167474922184,2.81838033965998,2.80948640056818,5.9
"5",2.78098643141119,2.79821727755297,2.80045695827891,2.79327966732832,2.79200061176397,2.79658845133439,2.81152707074361,2.81342289496794,2.79287367017638,2.78256551344669,2.80189771458685,2.81543779641693,2.8176834948484,2.8164865200807,2.8271379312452,2.83120482165074,2.85401223240514,2.87582157694154,2.85785454288235,2.87137366186202,2.87404968702695,2.89115123422265,2.90534574271588,2.90935400736892,2.9124724162028,2.91901490044478,2.95142900298517,2.95386896425285,2.95360245141682,2.97436846009435,2.98325738757697,3.00964832763053,3.02474059374965,3.03050410438814,3.04302787355851,3.05553166547745,3.08456369499944,3.10539496453183,3.11963869886036,3.14200262528134,3.16251326759523,3.19747848608273,3.19734136627805,3.21556867017762,3.21876868878294,3.20926604451087,3.24761200688096,3.26270565070139,3.26806137088274,3.30229740640835,3.34591339240454,3.3900597565791,3.44189104128714,3.49679009101501,3.55427433137953,3.61454698142828,3.64565553872928,3.68886357608836,3.71247596189527,3.70398421406546,3.73062755352192,3.71393214852049,3.72994582091303,3.75312763388612,3.72351778886303,3.73641432453947,3.73103618231195,3.73283600289206,3.73386640818247,3.72346187420759,3.69669666098916,3.69778971090893,3.66893543243114,3.66931493068531,3.61851092091066,3.63012104533003,3.60468632696478,3.58441806641082,3.59044141923425,3.5529042886432,3.53348259270759,3.51485751989885,3.50982636564587,3.472999111178,3.45366046521984,3.42769491834834,3.40546704198111,3.3934975139064,3.37219188021174,3.35516000384901,3.30077011080012,3.29212942860012,3.26844402918795,3.25751476774008,3.24139564422334,3.208890071337,3.18582612209286,3.18932523160718,3.15730256734377,3.1373007798144,25.5
"6",3.00668938947464,2.99807691476971,3.02613367167153,3.03689110269951,3.04519748547659,3.05607146751635,3.04698785260098,3.05766792402038,3.05393528691068,3.0532319560043,3.05360057533383,3.07271387232329,3.08712267634918,3.10117971694026,3.11006773320106,3.12599846431937,3.11452607839651,3.14855718007047,3.14580564541466,3.15706369735865,3.1565807366986,3.19061189583203,3.21086155842796,3.21154782753027,3.23356296385918,3.25287456971322,3.24288687719182,3.26494860516381,3.28188518400898,3.320798260136,3.32592688322696,3.34428097280265,3.35605262565162,3.38391349435287,3.41974561009912,3.41120469898175,3.4381057366261,3.45069459273025,3.46296903966469,3.51439181467292,3.52686146175203,3.55256343810154,3.55119342472227,3.57185679835484,3.57358958904308,3.56284241819374,3.5404869549157,3.5346403475102,3.5386756050861,3.55325510605538,3.57441122554825,3.600717249665,3.62908935586398,3.66032760684049,3.69748888243501,3.73458255288383,3.75510250298367,3.76517649285149,3.81120051732924,3.80824708937836,3.81421285077418,3.80422171250249,3.81739925973476,3.81740670174358,3.80443606745845,3.81412117739432,3.8165799571139,3.83759093766928,3.79474261503652,3.78248873572069,3.77751955065158,3.78034846286405,3.79902750885412,3.77844097011265,3.77233202259293,3.74257546209667,3.74741558030007,3.72574248179364,3.69885142505612,3.70348158463735,3.71157713956002,3.69733421598909,3.67973511720218,3.64904668046828,3.65062423901253,3.64976828616437,3.64664300143474,3.61159470974404,3.60798554987385,3.56962334663562,3.56035900762416,3.54803667615398,3.55148630457809,3.51841428469268,3.51805319096601,3.50504308583648,3.51493355677888,3.49375236224024,3.46147717717141,3.46504289448824,42.7
"7",2.99583642995595,3.00831030297098,2.99813182038238,3.01604050001457,3.01484805083036,3.02596193537544,3.00301325106901,3.02622825724885,3.02167735474665,3.03650995574223,3.04643496141809,3.05717044401621,3.06665190463386,3.07711517348684,3.08469418153831,3.09983957876976,3.10629124314432,3.11546176839151,3.14626028789933,3.15823744708332,3.15538785268093,3.1759198573657,3.19192287372426,3.21463333313966,3.2093492810441,3.21844364494059,3.24335710853503,3.23723460760759,3.27886808630188,3.30458702620681,3.3270290433044,3.3478038320386,3.36039304580886,3.38314570849962,3.38022764102361,3.42037905752896,3.45813398396645,3.44880819626689,3.48373892217392,3.5008772928645,3.49314300955054,3.51462390396754,3.50710322702801,3.52045899301081,3.50270138023372,3.49777359695886,3.49491254644759,3.52165573756235,3.52088675436239,3.53490577319289,3.56423057250445,3.61644544056914,3.6789434515402,3.68908349752793,3.71680566886158,3.73288314044148,3.75098738977902,3.75551944318741,3.76622356597308,3.76200987057507,3.77764860857848,3.76821224029702,3.78776649549273,3.77305296914087,3.76668462218816,3.77563774957147,3.74519062964182,3.76012275070191,3.76367100412054,3.75235757148317,3.74221044471129,3.71601570703387,3.72201203899385,3.70097107030418,3.69379501910848,3.68290176189548,3.69718261426333,3.66568508308951,3.66871233182793,3.64255181255847,3.62605137213585,3.61122385078428,3.6031922174724,3.59193852074515,3.58331547913886,3.57857736337488,3.55940788696844,3.5510690374299,3.54295581028709,3.50843497266035,3.49921950376695,3.4948812611977,3.48388323833324,3.46058630429466,3.44455646377796,3.44078182171942,3.44551339011078,3.41695076170391,3.39634171708403,3.4024260966728,42.7
"8",2.52832547901325,2.52238485385495,2.52826837773371,2.53505022792205,2.54304845877583,2.54767580045632,2.52339295565368,2.54121478300406,2.53390191450956,2.54089413121269,2.54966844069515,2.54308033092832,2.55368352562068,2.55252594312359,2.53732810295324,2.54593274716097,2.56844418827755,2.57859134882563,2.55781860995032,2.57961765766156,2.57722792909734,2.57891717577036,2.58480723697911,2.61376317281023,2.60880342429206,2.5982692732384,2.61916881660365,2.61525049351194,2.61724949049344,2.6222229159972,2.6304585749977,2.64593468463805,2.65920372471781,2.64933004868337,2.66828990496194,2.68572985560172,2.67581646482621,2.70503018172324,2.71330817045512,2.74561500116436,2.72896966056162,2.76273144501206,2.77242651436756,2.79393158646829,2.79761318108995,2.83193883997637,2.85164139498786,2.86586435012947,2.90375375502253,2.92863408929343,2.97412949371318,3.04232364466657,3.06900443942625,3.14188910263958,3.16346331596513,3.2336415139507,3.25038251792923,3.2693847908484,3.30304033110574,3.31882397888734,3.30584097623824,3.30905741771949,3.33394871249143,3.33097978091398,3.32357287934187,3.34075599911213,3.32136080280965,3.30210891326433,3.30379305692942,3.30652008489297,3.27232504033127,3.26850265802534,3.26930977794978,3.24541540117752,3.20567179340103,3.20132275942479,3.17177377348948,3.15385161819445,3.1401594954915,3.13926668773271,3.10933424046636,3.07244415845111,3.06594095368019,3.03260805525027,3.0239025467846,2.99327424955109,2.97303461014306,2.9597743566415,2.9514448434939,2.91422947656995,2.87482840866059,2.87008821547665,2.85345129739259,2.82381947816621,2.80569324067974,2.77725355639257,2.77967712160482,2.76007462621722,2.72925859209467,2.71070482937285,10.6
"9",3.2834335227088,3.27065969594373,3.28656037137156,3.30841681261814,3.30769663848255,3.30967596789257,3.32212544169903,3.31144743921218,3.32726894404374,3.32140706057437,3.35237838875488,3.34179272608206,3.35199579722065,3.35524067320721,3.36967078984996,3.37575421137269,3.39733341362447,3.37784686154722,3.42784933084233,3.43282103655221,3.44267339448387,3.45888022104756,3.45860109786976,3.47972653569574,3.48692819905807,3.49847508246228,3.51193126959526,3.50707299827845,3.52915572073352,3.54069621527008,3.54103270513112,3.55597049987415,3.58282737918918,3.58881741679285,3.61074823347352,3.62495857427095,3.65540468245617,3.65446340092147,3.68696623985491,3.69861577175765,3.70226384404575,3.71619290416958,3.7608109878305,3.76961947143732,3.75961426333788,3.7931299544455,3.82736725604837,3.82092157015197,3.83748057416978,3.89813374899779,3.91951853765776,3.95659772464309,4.0325612414413,4.06987435513134,4.1237636020498,4.17121914287202,4.20373027623647,4.23502063952261,4.23761031115929,4.26855453697316,4.27347809765602,4.26632752860547,4.29573709464929,4.27810948424847,4.27286277496815,4.28881867468927,4.2624721353394,4.28115144683655,4.24707520611845,4.2409611069074,4.24512577231854,4.20882388823798,4.22547971265958,4.1985988269109,4.19024102266143,4.16000491680013,4.13805988724743,4.14323208899837,4.10311744686256,4.11181357041667,4.06514104060744,4.0281304289044,4.04212151323222,4.01071958273646,3.99942656957562,3.97536355126787,3.94525875349223,3.91987867176006,3.89497424867965,3.87936421378707,3.88835718504718,3.81868340191336,3.79586652631902,3.76074718653394,3.75100556407042,3.72510053428465,3.72162867631391,3.69020485599628,3.65207993719649,3.65198808398613,19.9
"10",3.40378234684403,3.4002263468106,3.41261890612905,3.42355835866764,3.42447492704858,3.44313471714818,3.45538408731917,3.45016355248392,3.46332752126763,3.47649437199467,3.46254840230514,3.4915790572757,3.47702904087882,3.49155501740116,3.50641623860913,3.52958646352879,3.53386478323327,3.52415517879079,3.55733022377193,3.57102156479136,3.5612604946237,3.60428626850768,3.58781911602374,3.61101995853109,3.6239021216441,3.63419656030776,3.65471903838726,3.67930715095789,3.67885504730702,3.69547075266797,3.71263290085045,3.70982534289609,3.73883705413709,3.75137526318524,3.77145599578117,3.77407370528305,3.7999388457317,3.79208710328811,3.83554146051251,3.8528859148491,3.85487160881633,3.90005448460767,3.90197797517478,3.91389876807869,3.95688575690482,3.95481139756482,3.98965782421427,3.99215297138052,4.04313508098269,4.07939353825317,4.12674130299509,4.20198854633875,4.24854991278968,4.30467570438798,4.32923373654301,4.36915786876461,4.40803734724599,4.42122142077069,4.44038374387276,4.4415458706755,4.4501248636869,4.44878767096807,4.46824087183737,4.46821412368098,4.44737977433595,4.45248672649771,4.44363663345081,4.45483170707067,4.41716955742943,4.41707464339117,4.41363503288124,4.39665383386871,4.35799476994908,4.35440466160435,4.34999089798765,4.32581515872086,4.30520708273677,4.27526453436376,4.2530372605189,4.25192399582529,4.21337081888633,4.20664946420237,4.17913496743025,4.14432337962365,4.1397553974043,4.10276635176957,4.08830314035845,4.05408467158148,4.02852128477353,4.00413763901039,3.96854125409148,3.96018427438668,3.92602096587181,3.91448096290692,3.87389344224609,3.86251169629616,3.8455203787109,3.8127115629611,3.7974273353163,3.75367761846728,19.9
